index,propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,superTopHighlight,parkingSpace,labels,newDevelopmentFinished
3,99578782,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a7/ac/ec/1048141856.jpg,183918,22,7,230000.0,flat,sale,87.0,True,4,2,Paseo de la Zona Franca,Barcelona,Barcelona,Sants-Montjuïc,es,La Marina del Port,41.3625908,2.1365281,False,https://www.idealista.com/inmueble/99578782/,3463,"La casa que buscas en Barcelona es esta: un piso ubicado junto a la plaça Cerdà, la Ciutat de la Justícia y la Campana. Ubicado en una séptima planta con ascensor y terraza, esta vivienda es una fantástica oportunidad para vivir o invertir en este barrio disfrutando de todas las comodidades.  Este piso exterior con orientación suroeste, cuenta con 87 m² construidos (65 m² útiles) y se distribuye perfectamente en un luminoso salón - comedor con acceso a terraza, una cocina equipada con los electrodomésticos principales (campana, horno y vitrocerámica) con zona de lavadero, cuatro dormitorios, un baño con pie de ducha y un aseo. También, el piso cuenta con calefacción individual (radiadores y caldera de gas), suelos de baldosa y puerta de acceso a la vivienda blindada. Adicionalmente, el edificio dispone de acceso adaptado para personas con movilidad reducida.  La vivienda se sitúa junto al Parc de Can Sabaté, una amplia zona verde de la que podrás disfrutar a diario practicando deporte o paseando. Además, el barrio dispone de varios establecimientos de interés como restaurantes, supermercados, centros médicos, gimnasios, colegios, bancos, bibliotecas, parking, numerosos comercios locales, etc. En cuanto al transporte, el inmueble se encuentra a tan solo 3 minutos andando de la estación de metro de Foneria y a 7 minutos de Ciutat de la Justicia (ambas L10S), que comunican con el centro de la ciudad. Además, en sus cercanías se encuentran numerosas paradas de autobuses por las que transcurren líneas como la 125, 13, V5, 109, V3… y varias estaciones de alquiler de bicicletas públicas.  ¡No pierdas esta oportunidad! Llámanos y concretamos una visita sin ningún compromiso. SI COMPRAS CON TIKO TODO SON GARANTÍAS:   - Los mejores precios del mercado: el precio de venta de nuestros pisos es, sin duda, de los mejores del mercado, ya que antes de comprarlos realizamos un estudio exhaustivo del valor del inmueble, aplicando tanto nuestra tecnología Tikoanalytics™ como la experiencia de nuestros expertos inmobiliarios.   - Con todas las garantías legales: antes de adquirir un piso, uno de nuestros arquitectos, realiza un estudio técnico con más de 100 puntos de inspección para asegurarnos de que todo está en perfecto estado. Revisamos exhaustivamente la finca, el estado de conservación del edificio y zonas comunes. Analizamos el resultado de la ITE (Inspección técnica de edificios) y si hay posibles trabajos previstos para el edificio.   - Sin sorpresas técnicas: además de una revisión técnica, todos nuestros pisos se someten a una revisión por parte de nuestro departamento legal para garantizar que la vivienda no tiene ninguna carga que pueda transmitirse al comprador. Nuestras casas están siempre al corriente en el pago del IBI y las cuotas de comunidad, y cuentan con certificado energético.   ¿Quién es Tiko? Tiko es una compañía Proptech dedicada a la compra y venta de viviendas. Este inmueble es de nuestra propiedad, por lo que el trato es directo con nosotros y no pagarás comisiones. Si quieres comprar o vender tu casa, nosotros te ofrecemos rapidez a un precio justo y sin complicaciones.",True,good,False,True,2644.0,{'typology': 'flat'},"{'subtitle': 'La Marina del Port, Barcelona', 'title': 'Piso en Paseo de la Zona Franca'}",True,False,False,False,False,False,,,
4,97694808,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/e7/e0/1006729072.jpg,PB_VAA2-2205,25,4,323000.0,flat,sale,79.0,False,3,1,Calle de Còrsega,Barcelona,Barcelona,Sant Martí,es,El Camp de l'Arpa del Clot,41.4095267,2.1776042,False,https://www.idealista.com/inmueble/97694808/,2779,"Te gustará saber: · Vivienda de 80 m2 construidos con 2 habitaciones y un estudio en una quinta planta real de un edificio de los años 60 con ascensor. · Acceso a la vivienda por un recibidor donde se encuentra una primera habitación individual, ventila a patio de luces, sin embargo por la altura, tiene buena luz. · En el pasillo que precede al amplio salón-comedor, y que hace de distribuidor, encontramos una segunda habitación también con ventana a patio de luces y un baño completo con ducha. · La cocina completamente equipada, con una baldosa muy característica de la época que vale la pena conservar ¡aunque sea en parte! · El salón-comedor es una pieza con tres espacios muy diferenciados: una primera, donde se ubica actualmente una gran mesa, una segunda zona de acceso al balcón, ideal para plantas y para un ubicar un butacón de lectura, entra el sol directo y disfruta de vistas maravillosas sobre los árboles de la calle y las torres de la Sagrada Familia, y una tercera zona, para colocar un gran sofá. · Desde el salón se accede a otra estancia que puede ser estudio con acceso al lavadero y zona para tender. · Orientación sur-este, la sala tiene luz y sol todo el día. · Suelos de parquet de lama ancha y color claro en zonas de paso y habitaciones y gres en zonas de aguas, paredes lisas, techos altos con altillo en el pasillo. Carpinterías de aluminio con persiana. · Caldera de gas para agua caliente sanitaria y calefacción (radiadores). Es especial por: · Ser un piso alto que disfruta de muchísima luz, sol, vistas y ventilación natural. · Al no tener un edificio justo delante, tiene un pasaje que da mucha profundidad. · Por estar bien comunicado con transporte público: bus y metro. · Estar cerca del Hospital Sant Pau y de la Sagrada Familia, pero alejado del bullicio. · Gran oferta de comercio de cercanía.",True,good,False,True,4089.0,{'typology': 'flat'},"{'subtitle': ""El Camp de l'Arpa del Clot, Barcelona"", 'title': 'Piso en Calle de Còrsega'}",True,False,True,False,False,False,,,
5,99510654,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/75/8b/30/1046210422.jpg,CB_BCN_0762_V,26,2,330000.0,flat,sale,80.0,True,2,1,Calle de Galileu,Barcelona,Barcelona,Sants-Montjuïc,es,Sants,41.3791536,2.132452,False,https://www.idealista.com/inmueble/99510654/,2459,"West Side en exclusiva: En una de las calles con mas renombre de Sants, muy cerquita de Les Corts. Presentamos este completo piso de 80 m² exterior, en una finca regia de suelos hidráulicos y techos altos. Se compone de salón comedor muy amplio y luminoso con salida a balcón con capacidad para un par de sillas y mesita. Cocina independiente y espaciosa.  En la zona de noche este piso dispone de 2 dormitorios, uno doble y uno mediano amplio. Un pequeño trastero o despensa, depende del uso que se le quiera dar. Baño completo con plato de ducha y galería cubierta exterior. Este piso actualmente tiene parket, pero sigue manteniendo un bonito suelo hidráulico debajo.  Destaco de este piso su tranquilidad, luz y que mantiene el espíritu de los pisos de Sants. Edificio con ascensor. No dude en llamar y pedir más información.",False,good,False,True,4125.0,{'typology': 'flat'},"{'subtitle': 'Sants, Barcelona', 'title': 'Piso en Calle de Galileu'}",True,True,False,False,False,False,,,
6,98795218,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/99/8c/1024045230.jpg,,25,1,240000.0,flat,sale,75.0,True,2,1,Avenida del Coll del Portell,Barcelona,Barcelona,Gràcia,es,La Salut,41.4132916,2.1520717,False,https://www.idealista.com/inmueble/98795218/,2784,"Fabuloso piso junto el parque Güell en venta. El inmueble consta de 75 m2 y se divide de la siguiente forma: - Gran hall recibidor con un armario grande - Salón comedor espacioso con doble ventanal, orientado a oeste (sol de tarde) - Cocina individual completamente reformada - 2 Habitaciones (1 doble exterior y 1 individual grande interior) - 1 Baño completo con plato de ducha El inmueble está completamente reformado y listo para entrar a vivir. Desde la GRAN TERRAZA COMUNITARIA SE PUEDE VISUALIZAR TODA BARCELONA. VISTAS INMEJORABLES! Disponibilidad inmediata!",False,good,False,False,3200.0,{'typology': 'flat'},"{'subtitle': 'La Salut, Barcelona', 'title': 'Piso en Avenida del Coll del Portell'}",True,False,False,False,False,False,,,
7,99677386,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3d/51/9e/1051030165.jpg,CB_BCN_0763_V2,19,2,350000.0,flat,sale,75.0,True,3,1,Calle de Felipe de Paz,Barcelona,Barcelona,Les Corts,es,La Maternitat i Sant Ramon,41.3808531,2.1265498,False,https://www.idealista.com/inmueble/99677386/,2846,"West Side vende en exclusiva: Luminoso y tranquilo piso de 75m² y para entrar a vivir. Piso exterior a calle tranquila de 1 sentido. Dispone de 3 habitaciones, 1 de ellas doble exterior a calle con salida a balcón, las 2 habitaciones restantes son individuales.   cocina equipada. Por último, disponemos de un baño con bañera. De este piso destacamos la distribución, sus amplias ventanas y orientación oeste (Tarragona). Suelos de parque, carpintería exterior de aluminio, calefacción por radiador en todas las estancias y persiana eléctrica. Finca con ascensor, en muy buen estado de conservación. Situado en una zona con comercios, supermercados, farmacias, paradas de autobús, y a escasos metros caminando del Camp Nou. No dude en llamar y pedir más información.",False,good,False,True,4667.0,{'typology': 'flat'},"{'subtitle': 'La Maternitat i Sant Ramon, Barcelona', 'title': 'Piso en Calle de Felipe de Paz'}",True,False,False,False,False,False,,,
8,98350350,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/19/6e/c8/1009030843.jpg,ML202227,27,en,345000.0,flat,sale,92.0,True,3,3,vila i vila,Barcelona,Barcelona,Sants-Montjuïc,es,El Poble Sec - Parc de Montjuïc,41.3746982,2.1717502,False,https://www.idealista.com/inmueble/98350350/,1894,"Max loyalty presenta una vivienda con calidades irrepetibles, en la zona mas céntrica de Poble Sec,  Una vivienda de 92m² con salón amplio y cocina abierta totalmente equipada, con electrodomésticos de lata gama, desde donde podemos observar un balcón que nos da mucha luz en la vivienda. A continuación tenemos 3 habitaciones dos de ellas con baño en suite, los baños disponen de plato de ducha.  Toda la propiedad dispone de techos con bóveda catalana y un diseño exquisito  con detalles muy exclusivos. Se encuentra en una zona de Poble Sec muy céntrica en la que dispones de todos los transportes públicos, medios de transporte, colegios, centros de salud, etc. Además de poder disfrutar de sus alrededores muy coloniales tales como El mirador, Parque Montjuïc, etc.",False,good,False,True,3750.0,{'typology': 'flat'},"{'subtitle': 'El Poble Sec - Parc de Montjuïc, Barcelona', 'title': 'Piso en vila i vila'}",True,False,False,False,False,False,,,
9,99325356,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/58/e8/df/1061879916.jpg,186810,20,1,265000.0,flat,sale,74.0,True,2,1,Calle de Gaspar Fàbregas i Roses,Barcelona,Esplugues de Llobregat,El Gall,es,,41.3763809,2.0825272,False,https://www.idealista.com/inmueble/99325356/,6526,"El hogar que buscas es este: un piso con una espléndida terraza en Esplugues de Llobregat. Esta localidad ubicada a medio camino del extenso Parque Natural de la Sierra de Collserola y de la Ciudad Condal, convierten a este inmueble en el lugar ideal para vivir o invertir a un paso de la capital sin renunciar a la tranquilidad de un entorno residencial. Este piso se sitúa en una finca construida en 2003, se ubica en una primera planta con ascensor, dispone de doble orientación (sur y este) y consta de 74 m² construidos. Se distribuye perfectamente en una amplia y luminosa sala de estar con acceso a una fantástica terraza de 70 m², una cocina equipada con los electrodomésticos principales (campana, frigorífico, horno, microondas, lavadora y lavavajillas), dos dormitorios de buen tamaño con salida a terraza (uno doble y uno individual) y un baño completo con bañera.  Adicionalmente, también cuenta con aire acondicionado, calefacción individual, suelos de parqué, ascensor y acceso adaptado al edificio para personas con movlidad reducida. Unas características que lo convierten en una oportunidad única. En las inmediaciones de la vivienda se encuentran cantidad de lugares de interés que dotan a este animado barrio de mucha vida, como multitud de bares y restaurantes, comercios locales de todo tipo, supermercados, colegios, institutos, farmacia, parques, bibliotecas públicas, centros culturales, instalaciones deportivas.. . Es decir, cuenta con todas las necesidades cubiertas para el día a día a pie de calle. Respecto al transporte, el inmueble no podría estar mejor ubicado, pues se halla a tan sólo 4 minutos de la parada de tranvía de La Sardana (por la que pasan las líneas T1, T2 y T3), que conecta de forma directa con puntos tan relevantes como la Estación de Sants y Plaça Catalunya, entre otros lugares, y casi cualquier punto de Barcelona. Por si fuera poco, también se encuentra rodeado de varias paradas de autobús (correspondientes con las líneas EP1, L10, etc. ) y también cuenta con acceso muy fácil en coche a la B-20, B-23 y N-340, que conectan tanto con el centro de la capital como con municipios aledaños. ¡No pierdas esta oportunidad! Llámanos y concretamos una visita sin ningún compromiso. Colegiado AICAT número 11836.",True,good,False,True,3581.0,{'typology': 'flat'},"{'subtitle': 'El Gall, Esplugues de Llobregat', 'title': 'Piso en Calle de Gaspar Fàbregas i Roses'}",False,False,False,False,False,False,,,
10,99146127,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e5/a7/c4/1052943322.jpg,266172,20,2,240000.0,flat,sale,75.0,True,2,1,barrio La Salut,Barcelona,Barcelona,Gràcia,es,La Salut,41.4131916,2.1483717,False,https://www.idealista.com/inmueble/99146127/,2854,"GRACIA JUNTO PARC GÜELL Piso totalmente REFORMADO junto al parque Guell de 2 habitaciones dobles, cocina totalmente equipada con barra americana que conecta con un gran salón comedor, baño completo con plato de ducha con mampara y recibidor de entrada. Este bonito piso reformado con mucho gusto junto al parque guell, está ubicado en una finca sin ascensor, pero con pocas escaleras y muy suaves de subir, y con acceso a una terraza comunitaria con unas vistas espectaculares a la ciudad y al parque Guell. En cuanto a su distribución es un rectángulo sin perdidas de espacio, por lo que todas las estancias son amplias y muy fácil de amueblar, todas las estancias disponen de carpintería de aluminio y calefacción, piso perfecto para una pareja o con un hijo que les guste estar junto al parque mas emblemático de la ciudad, o que les gusten los animales de compañía. Su situación en la ciudad es en el barrio de vallcarca en la parte mas alta junto una de las puertas del parque Guell donde se puede acceder con transporte publico en el Bus del barri que le deja en la puerta de casa o en vehículo particular, si quisieras ir andando desde la plaza lesseps y la avda vallcarca, hay unas escaleras mecánicas que suben hasta la misma puerta de la casa. Es un piso ideal para las personas que valoren la tranquilidad y la naturaleza pero viviendo en la ciudad, Le invitamos a visitarlo ( El PVP indicado no incluye impuestos ni gastos de Escritura ).  PARA PROPIETARIOS:  1. ¿Necesitas vender para comprar? donpiso puede comprar tu casa entregándote el 10% en 48 horas y el resto ante Notario.  2. ¿Problemas económicos? Te ayudamos entregándote una cantidad pactada cada mes mientras vendemos tu casa. Sin gastos de ningún tipo.  3. ¿Vendes un piso con hipoteca? mientras gestionamos la venta, te adelantamos la cuota mensual.  4. ¿Reformas? al mejor precio y te las financiamos dentro de la hipoteca.  5. ¿La mejor hipoteca? en donpiso la encuentras y con condiciones preferentes.  6. ¿Herencias y divorcios? te ayudamos y coordinamos todo.  Infórmate: 93 306 90 90 -.",False,good,False,False,3200.0,{'typology': 'flat'},"{'subtitle': 'La Salut, Barcelona', 'title': 'Piso'}",False,False,False,False,False,False,,,
11,99314619,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/01/34/40/1040134418.jpg,LCB20051,23,2,169000.0,flat,sale,73.0,True,3,1,barrio La Verneda i la Pau,Barcelona,Barcelona,Sant Martí,es,La Verneda i la Pau,41.4230214,2.2025806,False,https://www.idealista.com/inmueble/99314619/,5263,"¡OPORTUNIDAD LISTO PARA ENTRAR A VIVIR! Piso exterior, cuenta con 73m2 construidos 64 de vivienda según catastro. Distribuido en 3 habitaciones (1 doble, 2 individuales), baño, salón comedor con salida a balcón y cocina con salida a lavadero. Segunda planta con ascensor, Cuenta con ventanas de aluminio y suelo de gres. Ubicado en muy buena zona cercano a todo tipo de comercios, supermercados y servicios. A menos de 3 minutos del Metro de La Pau (L2 y L4) y línea de autobuses, a 15 minutos de la futura estación del Ave (La Sagrera), a 15 min. de CC. Diagonal mar, la maquinista y Glorias y a solo 15 min de la playa. Zona en auge por el gran desarrollo urbanístico que la rodea. * El precio no incluye impuestos, gastos de compra ni honorarios de la agencia. Consúltanos! WhatsApp 646450640 Olga.",True,good,False,True,2315.0,{'typology': 'flat'},"{'subtitle': 'La Verneda i la Pau, Barcelona', 'title': 'Piso'}",False,False,True,False,False,False,,,
12,98449847,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6b/05/12/1012744078.jpg,,23,4,320000.0,flat,sale,82.0,True,3,1,Calle de Sardenya,Barcelona,Barcelona,Horta Guinardó,es,El Baix Guinardó,41.4117187,2.1659671,False,https://www.idealista.com/inmueble/98449847/,2615,"En el Baix Guinardó, les presentamos este inmueble de superficie construida 82m², 3º de altura con orientación sur (Tarragona), balcón cuadrado en finca con ascensor y accesos adaptados. Amplio recibidor, distribuidor con altillo, cocina office con salida al lavadero, 3 habitaciones (antes 4), amplio cuarto de baño completo con bañera y dos lavamanos, amplio salón comedor con salida a balcón cuadrado.  Los acabados son: suelos de gres, carpintería de ventas de aluminio, puerta de seguridad con video mirilla, video portero, dos splits AA/CC con bomba de calor, cocina office con mesa y 4 sillas, balcón cuadrado para mesa y sillas, baño completo con bañera. La zona es muy tranquila y se encuentra muy bien comunicada, situada entre al barrio de Horta Guinardó y barrio de Gracia cerca de los bonitos Jardines de las Aguas. Encontramos en sus alrededores todo tipo de comercios y servicios. Conexión Metro Alfons X a pocos minutos. Contacte con nuestros profesionales, para su asesoramiento. No deje escapar esta magnífica ocasión. No pierdas la oportunidad de visitarlo, único en la zona. No lo dude y solicite visita! AICAT 8060.",True,good,False,True,3902.0,{'typology': 'flat'},"{'subtitle': 'El Baix Guinardó, Barcelona', 'title': 'Piso en Calle de Sardenya'}",False,False,False,False,False,False,,,
13,99859327,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e8/7a/e7/1057712683.jpg,NEL-415,30,3,229000.0,flat,sale,60.0,True,2,1,"Calle de Valencia, 413",Barcelona,Barcelona,Eixample,es,La Sagrada Família,41.4016623,2.1749791,True,https://www.idealista.com/inmueble/99859327/,1956,"CASES FINQUES presenta en exclusiva este magnifico inmueble situado a 100 metros de la Sagrada Familia, en calle Valencia esquina Sardenya. Piso orientado al sur de 60 m², soleado por las mañanas, en una tercera planta, consta de dos habitaciones exteriores a calle, salón comedor, baño completo, trastero y cocina independiente. La finca es del año 1910 totalmente rehabilitada con ascensor, acceso al terrado comunitario. Inmueble situado solo a 100metros de la Sagrada Familia.",False,good,False,True,3817.0,{'typology': 'flat'},"{'subtitle': 'La Sagrada Família, Barcelona', 'title': 'Piso en Calle de Valencia, 413'}",False,False,False,False,False,False,,,
14,99912274,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e3/2a/74/1062173371.jpg,GVAD07,15,1,355000.0,flat,sale,80.0,True,4,1,Calle de Còrsega,Barcelona,Barcelona,Gràcia,es,Vila de Gràcia,41.3989149,2.1608475,False,https://www.idealista.com/inmueble/99912274/,1136,"Precioso piso en finca de 1910, con buena y acogedora distribución que consta de 4 habitaciones 1 baño y 76 m2. Se encuentra en una ubicación excepcional, a 300 metros de Paseo de Gracia en finca Regia construida en 1910. La vivienda esta situada en una planta entresuelo accesible desde el ascensor o directamente desde el amplio vestíbulo de entrada del edificio.  El inmueble esta listo para entrar a vivir. Ubicado en inmejorable zona, en Sagrada Familia. En el barrio llegan varias líneas de metros, con excelente comunicación, cuenta con todos los servicios. A un minuto de la parada de metro, y de varias líneas de buses. Excelente oportunidad por sus características y ubicación.",True,good,False,True,4438.0,{'typology': 'flat'},"{'subtitle': 'Vila de Gràcia, Barcelona', 'title': 'Piso en Calle de Còrsega'}",False,False,False,False,False,False,,,
15,99862963,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d2/6c/2a/1061420806.jpg,,23,4,375000.0,flat,sale,110.0,True,3,2,Calle de Valencia,Barcelona,Barcelona,Sant Martí,es,El Clot,41.409824,2.1896961,False,https://www.idealista.com/inmueble/99862963/,3468,"Piso en venta en la calle VALENCIA, 5ª Planta Real EXTERIOR en CON ASCENSOR y PLAZA DE PARKING distribuido en 3 habitaciones, 2 baños, amplio salón-comedor, cocina independiente y trastero  El piso está situado en una zona tranquila y bien comunicada, muy cerca de la parada de metro, de autobús y la estación de tren. Para mayor comodidad, la vivienda se encuentra muy cerca de un centro médico, un colegio y todos los servicios necesarios.  Solicite su visita!  662 60 26 60 *En el precio del inmueble no se incluye los gastos de notaría, registro, impuestos y honorarios.",True,good,False,True,3409.0,{'typology': 'flat'},"{'subtitle': 'El Clot, Barcelona', 'title': 'Piso en Calle de Valencia'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
16,97886208,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/65/f6/993926259.jpg,000401,60,4,235000.0,flat,sale,83.0,True,4,1,Calle del Pont del Treball Digne,Barcelona,Barcelona,Sant Martí,es,La Verneda i la Pau,41.4217763,2.1990792,False,https://www.idealista.com/inmueble/97886208/,4962,"El piso se encuentra en un barrio muy familiar de Barcelona con todos los servicios Hay una buena comunicación de transportes públicos, las líneas de metro L2 L4, autobuses V29, B24, V31, también hay bicing cerca. Esta cerca de gran variedad de supermercados (Lidl, Caprabo, Condis, Dia.. . ) y a 5 minutos está el Mercado de Provensals. Tambien hay diferentes colegios e institutos, restaurantes, plazas y parques, bancos, farmacias y correos. Y zona de estacionamiento. Comunidad preparada para personas con movilidad reducida, dispone de porta sillas y ascensor. Para reformar, el inmueble dispone de 4 dormitorios, 2 dobles y 2 individuales. Salón comedor con acceso a balcón, 1 baño completo con bañera, amplia cocina con acceso a balcón lavadero. Más información en (WhatsApp Telegram 606 42 48 45) El cumplimiento de la ley 3/2917 del 13 de febrero de 2018 del CODIGO CIVIL DE CATALUNYA, por el que se aprueba el Reglamento de información al consumidor en la compraventa y arrendamiento de viviendas en CATALUNYA, se informa al cliente que los gastos notariales, registrales e impuestos que le sean de aplicación (ITP ó IVA AJD) y otros gastos inherentes a la compraventa no están incluidos en el precio.",True,renew,False,True,2831.0,{'typology': 'flat'},"{'subtitle': 'La Verneda i la Pau, Barcelona', 'title': 'Piso en Calle del Pont del Treball Digne'}",True,False,False,True,False,False,,,
17,99887260,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/68/ee/e8/1059220735.jpg,9207,21,3,381000.0,flat,sale,101.0,True,4,2,Passatge de Serra i Arola,Barcelona,Barcelona,Sants-Montjuïc,es,Sants,41.3743735,2.1347389,False,https://www.idealista.com/inmueble/99887260/,2581,"3º real en finca con dos ascensores y plaza de parking incluida. Piso de 101 m² construidos, con cuatro dormitorios, salón comedor de casi 25m² con salida a balcón exterior a calle, cocina office independiente con salida a galería interior con espacio para tender y colocar la lavadora, y dos baños completos (uno con plato de ducha y el otro con bañera).  Equipado con suelos de parquet, calefacción de gas natural por radiadores, aire acondicionado, carpintería exterior de aluminio.  Los ascensores dan acceso directo a la plaza de parking no incluida en el precio (16.000€). Las medidas son 4,59m de largo y 2,14m hasta la columna, luego se ensancha un poco mas hasta los 2,37m.  Perfectamente comunicado, con todos los servicios cercanos (CAP, supermercados, colegios y centros deportivos) así como las paradas de Metro Plaza de Sants (L5/L1) de Sants Estació (Metro L3/L5, RENFE, AVE).",True,good,False,True,3772.0,{'typology': 'flat'},"{'subtitle': 'Sants, Barcelona', 'title': 'Piso en Passatge de Serra i Arola'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 16000.0}",,
18,99883414,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3d/3e/14/1059090438.jpg,183918-2,22,7,230000.0,flat,sale,87.0,True,4,2,barrio La Marina del Port,Barcelona,Barcelona,Sants-Montjuïc,es,La Marina del Port,41.3624369,2.135646,False,https://www.idealista.com/inmueble/99883414/,3518,"La casa que buscas en Barcelona es esta: un piso ubicado junto a la plaça Cerdà, la Ciutat de la Justícia y la Campana. Ubicado en una séptima planta con ascensor y terraza, esta vivienda es una fantástica oportunidad para vivir o invertir en este barrio disfrutando de todas las comodidades.  Este piso exterior con orientación suroeste, cuenta con 87 m² construidos (65 m² útiles) y se distribuye perfectamente en un luminoso salón - comedor con acceso a terraza, una cocina equipada con los electrodomésticos principales (campana, horno y vitrocerámica) con zona de lavadero, cuatro dormitorios, un baño con pie de ducha y un aseo. También, el piso cuenta con calefacción individual (radiadores y caldera de gas), suelos de baldosa y puerta de acceso a la vivienda blindada. Adicionalmente, el edificio dispone de acceso adaptado para personas con movilidad reducida.  La vivienda se sitúa junto al Parc de Can Sabaté, una amplia zona verde de la que podrás disfrutar a diario practicando deporte o paseando. Además, el barrio dispone de varios establecimientos de interés como restaurantes, supermercados, centros médicos, gimnasios, colegios, bancos, bibliotecas, parking, numerosos comercios locales, etc. En cuanto al transporte, el inmueble se encuentra a tan solo 3 minutos andando de la estación de metro de Foneria y a 7 minutos de Ciutat de la Justicia (ambas L10S), que comunican con el centro de la ciudad. Además, en sus cercanías se encuentran numerosas paradas de autobuses por las que transcurren líneas como la 125, 13, V5, 109, V3… y varias estaciones de alquiler de bicicletas públicas.  ¡No pierdas esta oportunidad! Llámanos y concretamos una visita sin ningún compromiso. SI COMPRAS CON TIKO TODO SON GARANTÍAS:   - Los mejores precios del mercado: el precio de venta de nuestros pisos es, sin duda, de los mejores del mercado, ya que antes de comprarlos realizamos un estudio exhaustivo del valor del inmueble, aplicando tanto nuestra tecnología Tikoanalytics™ como la experiencia de nuestros expertos inmobiliarios.   - Con todas las garantías legales: antes de adquirir un piso, uno de nuestros arquitectos, realiza un estudio técnico con más de 100 puntos de inspección para asegurarnos de que todo está en perfecto estado. Revisamos exhaustivamente la finca, el estado de conservación del edificio y zonas comunes. Analizamos el resultado de la ITE (Inspección técnica de edificios) y si hay posibles trabajos previstos para el edificio.   - Sin sorpresas técnicas: además de una revisión técnica, todos nuestros pisos se someten a una revisión por parte de nuestro departamento legal para garantizar que la vivienda no tiene ninguna carga que pueda transmitirse al comprador. Nuestras casas están siempre al corriente en el pago del IBI y las cuotas de comunidad, y cuentan con certificado energético.   ¿Quién es Tiko? Tiko es una compañía Proptech dedicada a la compra y venta de viviendas. Este inmueble es de nuestra propiedad, por lo que el trato es directo con nosotros y no pagarás comisiones. Si quieres comprar o vender tu casa, nosotros te ofrecemos rapidez a un precio justo y sin complicaciones.",True,good,False,True,2644.0,{'typology': 'flat'},"{'subtitle': 'La Marina del Port, Barcelona', 'title': 'Piso'}",True,False,False,False,False,False,,,
19,99969968,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/10/f6/30/1062869193.jpg,641954,27,2,215000.0,flat,sale,45.0,True,1,1,Calle del Dos de Maig,Barcelona,Barcelona,Eixample,es,La Sagrada Família,41.4086566,2.1815199,False,https://www.idealista.com/inmueble/99969968/,2900,"Fabuloso piso con balcón en l'Eixample. Housfy sin intermediarios. Homy vende piso a estrenar en l'Eixample, Barcelona, perfecto para familias o parejas que busquen un lugar cómodo para su día a día. Este acogedor piso fue construido en el año 1890 en Barcelona. Sus 45 m2 están perfectamente distribuidos, creando un amplio y abierto espacio con mucha luz y con un diseño muy especial. Detalles del inmueble: - Acogedor piso de 45 m2 en La Sagrada Família. (Los metros cuadrados están verificados con la Dirección General de Catastro) - Podemos disfrutar de 1 habitación y 1 baño. - Cálido salón-comedor amplio y luminoso, siendo además, un espacio agradable y estupendo para visitas de amigos y familiares. - Parquet. - Con una práctica cocina en perfecto estado y equipada con todo lo necesario. Con lavadero. - Exterior. - Balcón. Sobre la localización, se sitúa en Barcelona (Barcelona). Con fácil acceso y servicios que facilitarán y mejorarán tu día a día. Sobre nosotros: Housfy es una plataforma tecnológica que ofrece al propietario/a todos los servicios necesarios para que pueda vender la propiedad por su cuenta. Para más información, visítenos en housfy. com. AICAT número: 7922.",True,good,False,False,4778.0,{'typology': 'flat'},"{'subtitle': 'La Sagrada Família, Barcelona', 'title': 'Piso en Calle del Dos de Maig'}",True,False,True,False,False,False,,,
